18	0.6038699	0.9408255	1	1	1
19	0.3362045	0.8403558	1	1	1
20	0.2397666	0.7731389	0.9968935	0.9977999	1
21	0.2307723	0.7107847	0.9890832	1	1
22	0.1828619	0.6617138	0.9413597	0.9969039	1
23	0.1465133	0.5888288	0.9059797	0.9983944	1.0000001
24	0.1454079	0.5431705	0.838295	0.9920297	1
25	0.1286109	0.5228302	0.7961969	0.9818893	0.9999999
26	0.0985557	0.4583216	0.7576247	0.9633431	1
27	0.0767697	0.4303322	0.7306213	0.9410966	1.0000001
28	0.0759038	0.4071873	0.6955365	0.9368417	1.0000001
29	0.0665321	0.3787912	0.6662456	0.9185129	1
30	0.0633303	0.3669459	0.6635265	0.9148419	1
31	0.0633303	0.3669459	0.6635265	0.9148419	1
32	0.0633303	0.3669459	0.6635265	0.9148419	1
33	0.0633303	0.3669459	0.6635265	0.9148419	1
34	0.0633303	0.3669459	0.6635265	0.9148419	1
35	0.0633303	0.3669459	0.6635265	0.9148419	1
36	0.0633303	0.3669459	0.6635265	0.9148419	1
37	0.0633303	0.3669459	0.6635265	0.9148419	1
38	0.0633303	0.3669459	0.6635265	0.9148419	1
39	0.0633303	0.3669459	0.6635265	0.9148419	1
40	0.0633303	0.3669459	0.6635265	0.9148419	1
41	0.0633303	0.3669459	0.6635265	0.9148419	1
42	0.0633303	0.3669459	0.6635265	0.9148419	1
43	0.0633303	0.3669459	0.6635265	0.9148419	1
44	0.0633303	0.3669459	0.6635265	0.9148419	1
45	0.0633303	0.3669459	0.6635265	0.9148419	1
46	0.0633303	0.3669459	0.6635265	0.9148419	1
47	0.0633303	0.3669459	0.6635265	0.9148419	1
48	0.0633303	0.3669459	0.6635265	0.9148419	1
49	0.0633303	0.3669459	0.6635265	0.9148419	1
50	0.0633303	0.3669459	0.6635265	0.9148419	1
51	0.0633303	0.3669459	0.6635265	0.9148419	1
